umap1,umap2,state
-5.29752,7.31304,start
-0.95117617,7.6404324,start
-6.262955,11.954154,start
0.96097803,8.947481,start
-0.98743236,7.3204126,start
-7.017704,6.277281,start
-6.8133607,7.233285,start
-6.5151634,10.824019,start
-0.17951852,10.961068,start
-4.628954,9.143293,start
-6.9785333,6.0338836,start
-6.224975,5.4987497,start
-5.854677,8.336243,start
-7.8198304,10.428764,start
-6.556725,5.623641,start
-5.588487,8.410254,start
-4.807646,6.343848,start
-6.1782107,11.516363,start
-3.390495,11.606995,start
-7.846007,8.07039,start
-6.6939583,10.247444,start
-5.8134303,5.4226985,start
-5.9484296,6.7025056,start
-7.131271,9.460355,start
-1.0458413,8.180001,start
-7.554377,6.5087867,start
-4.9799333,8.695131,start
-4.7438974,5.885371,start
-4.3611274,4.7421446,start
-2.8210483,7.706761,start
-6.5429177,8.667994,start
-6.023284,9.291464,start
-1.7543468,6.6804814,start
-4.295592,9.984971,start
-7.466371,6.5619917,start
-7.9533987,8.470345,start
-3.7145317,8.189723,start
-4.229399,4.831168,start
-4.7604113,10.262678,start
-5.1091447,6.6078033,start
-7.3627915,8.548375,start
-7.112498,9.15557,start
-4.732686,7.450736,start
-6.673123,8.7974205,start
0.16964498,7.6600075,start
-5.020756,11.058261,start
-5.2394047,9.325045,start
-5.4037814,10.952035,start
-7.2213006,6.266894,start
-3.1925933,6.9069986,start
-4.415167,5.247499,start
-6.834183,10.323117,start
-3.8816857,7.710135,start
-7.5783744,10.881176,start
-4.668192,7.80249,start
-2.4765034,7.470918,start
-5.105983,7.8865943,start
-6.173865,9.502287,start
-8.546602,8.084083,start
-7.2804346,5.7454176,start
-5.735103,8.626736,start
-1.371937,7.238555,start
-1.1028014,7.1648607,start
-5.652442,11.641728,start
-6.331399,8.8957,start
-1.2149708,9.544107,start
-6.3723,6.054846,start
-7.161028,8.850474,start
-6.540712,6.2689605,start
-5.77588,10.0779915,start
-2.9813302,8.883126,start
-2.0133357,10.928622,start
-6.5041223,7.2936563,start
-3.7333071,5.374294,start
-1.5527563,7.1157274,start
-6.326217,8.37878,start
-4.945712,10.205556,start
-5.645372,8.269315,start
-2.417991,8.036583,start
-6.4477496,11.15462,start
-1.7830136,7.493173,start
-5.955387,9.416568,start
-4.1816826,5.60635,start
-4.240205,10.509029,start
-2.2779615,9.063036,start
-6.2851152,8.840022,start
-6.78261,11.152748,start
-5.587457,8.021563,start
-7.196244,7.836563,start
-4.425349,9.286007,start
0.41048238,6.258038,start
-4.1822443,9.352854,start
-7.329803,7.293359,start
-0.66173685,7.8712106,start
-3.3045113,8.21407,start
-5.5977983,11.267535,start
-4.0191984,11.051058,start
-5.457927,7.1576204,start
-6.372306,6.959935,start
-7.229016,8.3964,start
-0.2280058,8.601394,start
-5.4446754,8.954368,start
-7.76599,8.1811,start
-3.6703343,11.303767,start
-3.6413553,5.9860024,start
-5.2854447,6.4254537,start
-1.4140362,8.205472,start
-7.735457,6.2196946,start
-4.3814673,7.822115,start
-2.3529308,10.216116,start
-4.932292,5.654765,start
-3.1391287,8.313148,start
-6.6444407,11.886639,start
-0.21401724,7.7468762,start
-7.5951734,8.252702,start
-6.859451,9.425441,start
-7.0758853,8.543336,start
-7.3246846,8.586471,start
-4.8843665,9.49185,start
-6.2591767,10.481002,start
0.29528573,9.501815,start
-6.752281,6.56811,start
-6.0017204,8.540787,start
-0.16435853,8.219309,start
-5.920997,10.330589,start
-3.011066,6.5024486,start
-1.4561654,7.7728276,start
-8.534414,7.821837,start
-5.070447,6.5778966,start
-5.6372023,9.458628,start
-6.363317,7.839165,start
-5.2319984,5.4254966,start
-6.491944,11.574692,start
-3.75113,6.7964396,start
-4.78063,10.412694,start
-1.469274,8.207258,start
-3.44851,9.82279,start
-2.9265504,7.753919,start
-6.4712343,8.196345,start
-3.0489452,9.7301,start
-2.1274002,4.8409796,start
-6.9548435,10.484638,start
-5.210951,12.12606,start
-2.3460045,9.768197,start
-2.835863,9.773026,start
-5.311099,7.555787,start
-5.7364273,10.520091,start
-2.7553625,7.443994,start
-7.7574563,9.356493,start
-2.9229317,5.5355,start
-7.285092,8.307998,start
-4.3701706,9.630284,start
-6.0608916,5.199834,start
-7.4370537,7.9234953,start
-5.3415933,6.9308333,start
-6.3694887,8.813686,start
0.41182527,7.052936,start
-7.358946,5.9233184,start
-3.9820833,7.917467,start
-5.9663086,8.944765,start
-6.0904207,5.289937,start
-5.6621695,8.240834,start
-5.759159,8.2953825,start
-5.0954447,12.243963,start
-5.172405,5.4446726,start
-4.1137376,9.570515,start
-4.050624,7.5136466,start
-5.368087,6.9386353,start
-4.0843806,8.470583,start
-3.555167,9.396542,start
-8.297705,8.1643,start
-4.7333865,11.279551,start
0.7930775,7.094706,start
-5.435672,10.368252,start
-5.329579,8.639729,start
-5.048673,9.978149,start
-4.194536,11.996968,start
-2.8175526,7.3408484,start
-5.802781,9.060563,start
-2.4105234,10.922716,start
-7.6301785,10.460371,start
-6.71994,9.050158,start
-7.3031588,5.5913286,start
-2.807868,8.46282,start
-7.898634,7.2708287,start
-7.223185,6.7286453,start
-5.120289,5.879708,start
-4.389312,4.898423,start
-2.7712958,9.501325,start
-4.825696,7.561593,start
-0.713674,7.6972046,start
-5.6737366,11.099219,start
0.7771288,9.906334,start
-3.2852757,5.6057277,start
-2.42686,7.2208095,start
-1.4943148,10.179505,start
-4.4219613,9.535954,start
0.68901396,6.9901276,start
-7.4873843,10.514527,start
-5.8196697,6.4929366,start
-4.8798532,8.5048275,start
-7.954194,7.2486057,start
-5.7442217,5.754972,start
-2.153499,7.4396944,start
-5.8319263,6.625983,start
-1.9592962,7.4064283,start
0.16489398,8.793907,start
-5.066184,11.339992,start
0.9694203,7.562548,start
-6.9567704,8.435169,start
-5.5523195,6.8183365,start
-6.838246,7.533063,start
-0.593925,7.977307,start
-7.720163,8.56677,start
-7.0933533,11.080162,start
0.51317114,9.318045,start
-6.7884874,11.001719,start
-7.5358763,8.587566,start
-1.4871721,10.277063,start
-4.937067,11.255008,start
-7.3114505,6.4208364,start
-5.2914433,11.770898,start
-5.3072376,7.191637,start
-8.140843,9.399213,start
-2.9828117,7.4011445,start
-1.4545058,7.490884,start
-6.137199,7.5209885,start
-3.2109194,8.87589,start
-8.013662,8.429325,start
-2.1602027,8.735806,start
-5.511968,9.4972,start
-0.7532457,6.4597926,start
-7.8773413,6.955542,start
-2.1085486,8.147825,start
-4.718507,8.556585,start
-3.936398,7.1610155,start
-4.1234756,9.049595,start
-2.2573195,9.5015335,start
-8.11282,8.644108,start
-7.6645374,10.848073,start
-3.342983,8.557224,start
-3.5438347,7.5552464,start
-5.591793,11.116838,start
-5.0872693,11.367008,start
-7.589419,10.7673855,start
-5.6384773,11.902873,start
-2.7404516,6.0968413,start
-6.7222342,9.828605,start
-1.8890574,8.219823,start
-4.3931694,11.258035,start
-5.669229,7.1088953,start
-3.953319,8.986243,start
-6.6161246,11.303468,start
-4.7919974,12.142151,start
-5.424017,5.6739435,start
-1.1740532,8.427979,start
-5.7184033,10.361524,start
-4.62476,5.147702,start
-6.532902,10.523521,start
-0.10521805,9.435133,start
-2.9939184,8.477291,start
-7.229563,8.325546,start
-3.9842021,8.464401,start
-6.486449,8.758289,start
-3.8664894,10.50425,start
-6.347882,5.247148,start
-3.365163,10.418781,start
-6.3425937,8.243615,start
-4.6002502,7.3295813,start
-3.954195,9.7934265,start
-4.5237665,7.1515594,start
-4.194459,10.540263,start
-5.55601,9.082622,start
-2.9787943,7.912683,start
-5.9581656,7.563207,start
-5.340598,5.4397426,start
-1.6528504,8.918703,start
-5.949839,7.951382,start
-6.39026,9.278494,start
-5.4339943,11.337202,start
-7.6436014,7.0181527,start
-2.1280675,10.44591,start
-4.9289227,7.561327,start
-7.818877,8.17832,start
-4.9256506,8.666013,start
-5.4658575,10.75183,start
-8.353796,8.697616,start
-2.3752694,7.8706555,start
-4.7486286,9.409731,start
-2.8090973,10.588747,start
-5.0248246,9.353005,start
-3.7989838,7.917868,start
-7.8222466,6.420424,start
-6.678916,8.061099,start
-1.6976241,8.333637,start
-2.8381577,10.9238,start
-2.562535,7.3321776,start
-5.0205603,11.304671,start
-4.3712134,9.705073,start
-5.8296943,8.851758,start
0.19868931,6.4520516,start
-2.2944772,7.6928287,start
-6.55964,5.0300655,start
-0.85279936,9.908339,start
-3.6959553,8.038992,start
-6.480627,10.603354,start
-7.858279,8.575201,start
-6.5995736,7.844791,start
-7.027538,8.899974,start
-5.6724567,9.4393635,start
-0.2560443,7.1559815,start
-3.6615326,9.700717,start
-2.8823287,11.370396,start
-2.1087427,6.290882,start
-1.8729951,7.952935,start
-6.9645867,9.156083,start
-7.6859226,7.999853,start
-6.1572256,6.4953647,start
-2.919077,9.972646,start
-3.7252676,11.480963,start
-2.8997085,10.915594,start
-4.347959,6.7914143,start
-5.8517737,7.0000277,start
-6.4899745,9.356465,start
-2.3668313,7.7889075,start
-7.7468214,8.484182,start
-7.755893,10.609277,start
-6.6654463,7.2323613,start
-7.138427,8.241314,start
-5.0016665,7.088202,start
-5.4968305,9.243063,start
-3.641475,10.942378,start
-4.9158506,6.817433,start
-6.6903777,9.133372,start
-2.5841753,9.307603,start
-7.8146214,8.029805,start
-1.4841231,10.978367,start
-4.9582543,6.3473024,start
-5.8286443,7.6450844,start
-3.2221258,9.629579,start
-5.4420476,6.4184365,start
-1.3384864,6.7996902,start
-1.4017389,8.477318,start
-5.564659,8.002683,start
-3.7739785,8.516852,start
-2.0492973,7.461041,start
-4.438534,5.432527,start
-4.81379,9.802923,start
-1.6927841,6.613979,start
-6.130491,6.5012693,start
-5.091999,9.659721,start
-7.7172046,6.799873,start
-4.2265115,9.976153,start
-4.2103047,11.687951,start
-1.8863922,7.713767,start
-0.12242801,7.0104995,start
-4.7717333,10.695149,start
-0.83453983,9.034041,start
-6.898597,7.6713214,start
-4.782608,7.18072,start
-1.5447208,9.779399,start
-6.508874,7.464624,start
-4.549996,6.7407107,start
-4.3045497,5.9253373,start
-3.465604,10.600868,start
-6.294355,7.37733,start
-7.8541036,7.6233015,start
-7.3226895,5.8877625,start
-3.4193451,9.893602,start
-1.4396753,10.720189,start
-3.0771627,11.282531,start
-4.0225244,10.394971,start
-5.139488,5.6980786,start
-3.5277252,11.787068,start
-4.2244034,8.382662,start
-5.242592,5.6392307,start
-6.278817,7.8956914,start
-7.8431273,7.9726596,start
-5.0268197,7.614659,start
-3.5854785,6.898719,start
-6.5435038,10.995172,start
-1.931003,7.6783104,start
-3.5505843,9.779112,start
-5.46154,9.299988,start
-4.5196137,8.749049,start
-5.1865473,4.804449,start
-3.09595,6.979844,start
-3.6201637,8.170762,start
-7.8128915,8.646998,start
-2.694594,7.463711,start
-5.46481,8.015373,start
-5.2236,8.141704,start
-6.697498,9.665423,start
-3.5195343,10.4680395,start
-2.5989769,10.458124,start
-6.599767,8.85739,start
-6.528244,9.627642,start
-4.3186903,11.135857,start
-5.5800915,5.137281,start
-3.3847547,9.308867,start
-6.6366806,11.318734,start
-5.3369746,7.5073705,start
-3.7842467,8.086621,start
-2.7914882,6.878338,start
-7.186223,6.770411,start
-6.265502,5.955038,start
0.19314414,5.918963,start
-7.5138626,7.9466248,start
-7.758401,8.363409,start
-6.737958,9.014516,start
-4.803736,6.1188426,start
-4.628114,4.6541696,start
-6.3654447,8.626557,start
0.9246135,8.781938,start
-4.480089,10.540249,start
-3.098409,9.689058,start
-1.446435,7.8387437,start
-6.3164697,6.981007,start
-2.3999226,11.498879,start
-2.2574096,9.250836,start
-6.43896,8.199411,start
-4.1136303,9.846392,start
-2.489503,10.856142,start
-7.605672,7.8773875,start
-4.751089,7.7396216,start
-2.8427265,7.111131,start
-3.6576178,10.131089,start
0.07364313,7.531164,start
-8.066335,7.1195045,start
-3.993297,8.440128,start
-2.8107142,9.657448,start
0.6507165,8.12544,start
-7.081759,6.524605,start
-4.6936736,8.242921,start
-7.668328,10.029568,start
-6.5247555,10.017354,start
-5.7621813,7.811598,start
-6.8051925,8.247576,start
-4.3109393,7.262339,start
-6.963647,11.760829,start
-1.8446178,7.043969,start
-6.514901,9.906563,start
-3.8230264,5.3955927,start
-6.534557,10.042862,start
-5.705371,5.1385956,start
0.21628484,10.138303,start
-3.5866144,4.875416,start
-7.990441,9.223086,start
-5.6102304,5.2214875,start
-6.892659,5.7807183,start
-4.5941377,6.178393,start
-6.619468,10.010531,start
-5.1107855,10.069411,start
-3.6155643,10.2118635,start
