umap1,umap2,state
3.0668871,12.148424,start
1.5166765,10.395816,start
3.4639618,6.6049213,start
-0.17222233,8.577457,start
2.6133296,5.5835576,start
-0.056921557,10.215447,start
2.4005961,9.596493,start
-1.1708889,8.960993,start
0.5787806,11.556926,start
1.0721704,11.762943,start
-0.6558414,10.241162,start
-0.95467544,9.030826,start
-1.186577,9.826866,start
6.8799777,6.820235,start
2.473539,9.498818,start
-1.1707659,9.436419,start
0.03527109,10.996064,start
0.71146125,10.035696,start
0.5007234,9.084548,start
1.8933065,9.505694,start
0.7350808,11.60707,start
4.504416,8.763208,start
-0.3225749,7.7059064,start
3.046849,10.118979,start
-0.059576873,10.927579,start
2.094358,11.007803,start
6.094532,7.9096017,start
3.119765,7.452969,start
3.2743354,7.0114574,start
-0.61284393,8.286315,start
-0.09315075,8.27944,start
0.18970095,9.893097,start
-1.3323936,10.447857,start
2.9976134,8.413195,start
6.9693666,6.9289656,start
0.9441718,9.175851,start
5.146216,10.684429,start
-0.14030226,9.773851,start
1.6054397,9.317042,start
1.1681377,8.7223425,start
2.5421152,6.846402,start
2.551235,11.221014,start
-0.47773272,8.693054,start
0.6164166,10.616502,start
0.2786806,8.2508335,start
1.7991203,9.229498,start
4.9623766,7.9147954,start
1.6607895,8.462288,start
1.7930818,11.061874,start
1.004926,10.176247,start
-1.3797885,9.904118,start
-0.28319785,8.797669,start
1.2476946,7.646209,start
1.2837358,10.157202,start
-0.117663465,12.1760025,start
-0.101241685,9.217813,start
4.0569744,6.7194586,start
3.665521,10.015692,start
0.9079699,8.666227,start
0.5207572,8.309331,start
0.709627,9.142039,start
0.15483862,6.748135,start
3.088263,8.862812,start
0.13862269,11.317537,start
5.15592,5.2037992,start
-0.23257506,10.514701,start
-0.9270866,9.638993,start
1.1960777,11.073463,start
2.3576384,11.129819,start
0.19781865,12.164186,start
0.40412113,10.883199,start
0.20850998,7.7269306,start
1.4671264,9.174977,start
-0.82034326,11.516002,start
3.0182376,9.409521,start
5.202108,6.56207,start
0.7848211,8.934133,start
-0.9021368,8.9703245,start
3.8215342,12.452807,start
-0.18584822,7.9938207,start
7.293484,5.5606985,start
2.6343915,8.936113,start
0.08939165,10.903147,start
0.7328734,9.287221,start
-0.79728407,9.278426,start
-0.13276432,8.997056,start
3.6308484,9.957746,start
-1.6698718,9.174054,start
5.5500193,7.2309756,start
-0.058965348,9.858933,start
-0.18319236,8.24773,start
1.5969679,12.065262,start
-0.21935913,10.74996,start
2.4980686,8.290987,start
1.102872,10.952665,start
0.41193897,7.9398284,start
-0.9764779,9.994503,start
2.4791188,9.490035,start
-0.8189962,9.958024,start
0.9694102,9.513291,start
-1.175806,10.579967,start
2.0229154,10.590768,start
-1.2245153,9.943775,start
-0.41706416,12.005277,start
4.8764253,7.8845634,start
1.281353,8.272283,start
6.557866,5.223556,start
0.22239916,8.344688,start
0.95248896,8.795157,start
-1.3846784,9.290233,start
1.3641509,7.9362273,start
4.783836,9.858295,start
-1.1002544,10.896766,start
7.264775,5.920792,start
2.9974804,10.581913,start
-0.6899577,8.518041,start
5.831672,5.9409533,start
-0.2281391,11.036451,start
1.0727893,8.556926,start
3.5969465,8.614076,start
4.575834,9.717525,start
2.5867953,9.379949,start
1.8357769,11.089427,start
1.2277211,10.61211,start
5.171615,7.47444,start
-1.0302008,9.6047125,start
0.8261424,10.323177,start
4.243905,7.9211893,start
3.6357563,8.942032,start
3.7990549,10.655493,start
3.0640657,8.612832,start
3.0706592,8.897721,start
3.2363846,10.200406,start
6.484154,8.472896,start
4.264959,9.652742,start
0.018642016,9.232861,start
4.824868,8.38008,start
-1.3004575,9.966387,start
0.12830229,11.867621,start
1.8732126,10.484551,start
1.478889,10.074655,start
0.7955887,10.023115,start
5.5753975,6.3995724,start
8.198379,10.472226,start
0.49161068,8.605062,start
-0.6841509,8.968308,start
1.9814235,6.211222,start
5.9918075,10.497976,start
1.0676672,9.225357,start
0.69316477,10.730918,start
1.4241064,10.063553,start
4.373222,8.153348,start
0.34390396,8.367467,start
2.1809082,9.824053,start
4.7349463,11.176817,start
3.7230263,9.536514,start
1.0338502,11.075667,start
0.106077135,8.744682,start
1.4239299,11.123942,start
3.2926362,9.010557,start
9.456743,10.918126,start
4.909182,8.611212,start
-0.20750085,7.225334,start
2.9573576,10.065735,start
4.01415,7.8839936,start
0.24168283,11.38995,start
1.3783908,9.17952,start
4.5742893,12.022465,start
5.7027555,5.829068,start
-0.7586819,10.920915,start
6.294736,6.358329,start
2.1963675,10.828566,start
4.4086914,7.2105784,start
-0.878781,9.874782,start
1.5063218,8.8129425,start
0.31343368,8.024582,start
2.0453992,8.94987,start
0.2416815,10.169269,start
0.70687294,10.2036085,start
1.9412093,7.423066,start
3.7528975,11.197444,start
-0.93649316,9.906243,start
1.603811,7.9379187,start
4.7974696,7.559624,start
5.4229116,7.7030873,start
3.6194944,10.498526,start
0.9493012,10.168489,start
1.2533222,8.245088,start
5.4335246,7.614355,start
1.0614786,10.960996,start
6.363579,5.516262,start
6.3329453,5.404769,start
-0.71199334,10.91611,start
2.409006,9.776647,start
0.38677397,11.164777,start
3.7898169,9.270855,start
0.18209128,8.97126,start
1.5755955,11.175839,start
6.474569,6.5691013,start
1.4814894,8.063842,start
5.8432856,5.6882005,start
-1.3367157,8.747325,start
-0.029820384,11.06649,start
-0.7301956,11.715779,start
3.7374063,6.8451333,start
1.7313975,6.462708,start
0.36856398,9.527728,start
-0.024287408,7.7549605,start
1.9658033,10.661941,start
2.0737793,9.702431,start
-0.49228582,11.596275,start
5.5079007,5.630933,start
0.50811857,7.2675295,start
0.5527641,8.868214,start
3.100793,7.2114487,start
0.7250563,11.569404,start
2.082585,9.036097,start
0.61403173,9.248019,start
-0.081413634,9.390573,start
-1.0879109,10.590113,start
-1.0275067,10.309454,start
4.6775312,8.255935,start
5.2685566,8.394409,start
-1.4919459,10.565194,start
0.4124427,9.849684,start
3.004666,5.6419325,start
0.1851333,11.116808,start
1.4492966,8.901451,start
5.68138,6.6818466,start
-0.4430199,10.569676,start
0.21936457,9.984369,start
-0.099520355,9.02566,start
4.7088256,8.4822035,start
0.16865905,11.172997,start
6.9134297,6.9556303,start
4.990036,6.221058,start
9.263216,9.326896,start
2.9428787,9.569687,start
3.4959867,7.855498,start
0.9695729,9.759079,start
2.6517851,10.565202,start
4.1778727,6.1574726,start
1.5678185,11.645332,start
-1.3357469,9.501677,start
3.5389326,9.6429,start
4.0806665,6.0170693,start
0.42707637,10.172903,start
0.8320207,10.506672,start
6.3184566,10.303346,start
5.3427944,8.560013,start
-1.2731928,8.934388,start
7.39929,9.633299,start
-0.73868513,7.8691,start
4.08237,7.669367,start
1.8909252,9.711315,start
-0.81939685,9.538213,start
5.8954835,6.5369,start
1.8456166,8.62513,start
-1.2464219,11.500806,start
2.9005704,9.224041,start
1.4875132,10.524696,start
1.7947484,11.26646,start
0.9726474,6.8272505,start
5.646797,8.957606,start
3.4872088,8.355048,start
0.65622705,8.704685,start
0.46469268,8.716218,start
1.9748437,9.241459,start
1.3786049,10.867746,start
1.0196825,8.428085,start
1.9798436,10.5526085,start
-1.4759861,8.890293,start
5.286055,6.32781,start
1.6352814,10.578556,start
4.042353,6.7701497,start
1.9531317,7.40656,start
3.5154755,9.22452,start
0.19828552,9.263448,start
0.411124,8.475959,start
0.75116354,10.589305,start
1.9981127,10.944868,start
-1.5675575,9.1417465,start
3.6078382,6.2296133,start
1.2235123,10.149926,start
2.285065,7.63518,start
-0.65542006,9.88254,start
5.5176415,11.273544,start
5.427834,8.201082,start
1.0324086,9.185019,start
6.312164,5.331805,start
1.926907,11.929372,start
-1.1340277,10.914228,start
4.091792,6.7750745,start
2.624765,12.098314,start
4.1208544,6.618297,start
0.79142934,7.621053,start
1.619527,11.57426,start
2.347374,10.78174,start
4.74085,9.189004,start
-1.5011842,10.463245,start
-0.17617492,9.369011,start
1.3417224,9.405653,start
1.6932629,11.579832,start
-0.54118156,9.204433,start
4.642903,6.395173,start
-0.3222419,7.21116,start
4.2588415,8.871604,start
2.0414913,7.950032,start
3.8181217,6.8985305,start
6.8643317,6.79371,start
-1.2155566,10.071304,start
0.653108,10.07067,start
0.4460999,9.610077,start
0.15370327,8.889482,start
-0.49783304,10.693892,start
5.0686088,6.225929,start
0.014173951,11.21709,start
7.26605,6.627857,start
9.68175,8.489967,start
2.9049878,6.5266423,start
0.66669834,11.683466,start
-0.518244,9.174633,start
-0.07144734,11.124761,start
-0.07651765,10.362852,start
2.0547185,9.839465,start
5.85243,7.937977,start
6.034894,6.0314717,start
-0.10562889,7.04291,start
2.8269992,8.236589,start
1.3074174,8.18888,start
-0.37560624,8.307386,start
0.6553581,9.678323,start
4.208914,6.073706,start
1.6760786,9.52485,start
0.6272179,6.5457606,start
0.15443932,9.890316,start
1.3702383,8.4522,start
2.306093,8.574814,start
3.507944,7.418904,start
6.3546576,8.7034235,start
5.2562346,6.422497,start
6.8984275,7.1707273,start
5.2315426,9.999382,start
0.44848564,9.973647,start
-0.15961087,11.146412,start
-1.0308737,11.411526,start
-0.7188449,8.6841345,start
0.64929473,7.158144,start
6.982809,8.440957,start
3.9625728,9.971064,start
-0.11528447,11.774468,start
-1.4826523,8.984054,start
1.4013846,11.293068,start
5.3156576,7.9380493,start
0.20658135,9.211931,start
0.2548119,11.611124,start
4.2672863,11.756644,start
5.917918,8.719257,start
6.282521,7.030999,start
-1.3911327,10.22425,start
-0.6983325,9.326775,start
-0.3528352,7.911937,start
1.8298446,8.756594,start
4.3426867,7.3226404,start
-0.42213377,7.178711,start
0.39366734,11.529091,start
3.2835836,9.513753,start
0.6885405,9.270711,start
4.2479663,7.782803,start
2.5230794,11.332385,start
-0.98693335,8.089122,start
5.8004494,11.390087,start
1.6765974,10.912183,start
1.2985185,7.9306564,start
1.378612,10.881261,start
6.957311,6.4525785,start
0.12582009,10.60431,start
-0.42529655,10.918282,start
1.7987261,9.127513,start
1.2800772,8.510558,start
4.5592384,6.2847977,start
-1.4633569,9.743163,start
1.0086193,10.953707,start
3.866863,8.908029,start
4.897009,6.6759524,start
3.446711,10.21673,start
-1.7702335,10.444596,start
3.5025468,6.51948,start
1.9025445,8.357736,start
4.5817137,12.329403,start
1.3514569,11.98998,start
2.6738408,7.0399165,start
1.23155,10.927642,start
3.7931252,8.143859,start
-0.67484176,8.018501,start
2.168144,11.727849,start
1.7459422,9.10375,start
1.5887755,6.364769,start
4.5210867,9.729295,start
-0.9884597,10.662949,start
6.614805,5.8761506,start
-0.0058502033,9.340103,start
-0.6922231,11.052825,start
1.8732201,9.021598,start
6.448874,8.059145,start
9.78675,10.013873,start
-0.7963697,8.772248,start
2.9595056,7.9223065,start
6.046204,7.814895,start
0.41950935,8.643262,start
0.15825231,10.256488,start
0.6151192,10.995776,start
3.1857324,6.3535504,start
3.5118904,10.979621,start
-0.3008317,11.125143,start
7.351552,9.853328,start
5.4590573,6.4112988,start
1.5610132,8.892179,start
-0.62322617,11.592549,start
6.135205,9.77905,start
2.5981271,8.133263,start
3.6503887,6.4615583,start
4.040158,6.75741,start
5.7809896,9.360107,start
1.7933239,8.046418,start
0.20895189,8.780187,start
6.9224453,7.470671,start
1.2111628,10.684023,start
0.5628493,10.792367,start
0.98510975,10.851922,start
2.0686562,9.374572,start
5.941089,5.855865,start
-0.41836783,10.475467,start
6.772147,6.13203,start
0.5733199,8.525433,start
4.763627,7.5098934,start
0.39317226,11.686081,start
1.0906525,9.654326,start
-0.86330354,9.928931,start
0.50702655,7.5586486,start
1.648695,9.560576,start
0.4973835,10.583497,start
2.947549,7.483488,start
0.3626696,11.403874,start
0.38658327,8.168049,start
-1.2565066,8.57576,start
1.3664727,9.569195,start
1.3749253,10.7077055,start
1.3386803,10.120234,start
1.3691493,7.4866304,start
-0.16331398,10.524906,start
0.67967385,8.906242,start
3.473376,6.7306824,start
4.1266623,7.263021,start
2.0265338,6.807161,start
-0.37950867,11.232294,start
1.5837631,9.989581,start
4.3416734,5.49832,start
2.2564929,9.605438,start
5.3978963,9.584791,start
1.5455985,11.416929,start
-0.84048223,10.649864,start
2.1912117,9.9745455,start
-1.4389673,8.836271,start
-1.318856,8.846319,start
0.35251987,8.035307,start
0.46416625,10.081143,start
5.2153945,5.7994614,start
0.4582219,9.168242,start
0.38982818,8.97808,start
1.4694715,11.096675,start
1.4968312,10.074415,start
0.6313956,9.1333,start
1.1247998,7.8389616,start
1.9647213,9.545921,start
0.64121777,7.76336,start
2.8366368,10.7824745,start
0.98558146,10.22231,start
0.75566155,11.496108,start
1.7165229,7.691569,start
0.20445074,11.445629,start
-0.97733474,9.370943,start
7.432378,9.009335,start
-0.2834441,11.870583,start
-0.069048636,7.450468,start
0.4051013,8.938451,start
0.0920822,9.683409,start
2.474248,11.101126,start
3.0772011,10.807387,start
6.1521525,8.387441,start
3.460871,9.454568,start
1.3365873,11.779537,start
4.022364,6.6499033,start
4.116005,6.562327,start
4.220478,7.134975,start
5.1245933,10.001893,start
6.506919,5.6401377,start
2.3665054,10.949947,start
-0.6793718,11.100288,start
0.92918676,8.629973,start
0.67717636,10.491337,start
6.181015,7.677275,start
4.9121723,6.832329,start
6.929576,5.2308536,start
-1.6626012,9.398551,start
1.6395221,10.386125,start
6.292812,8.376961,start
1.4294631,9.188752,start
7.3217936,8.507189,start
3.12775,9.943664,start
0.8939755,9.288449,start
0.69273734,9.053671,start
8.801353,8.012911,start
2.7616792,10.368826,start
-1.499031,9.099376,start
0.31084025,10.202763,start
1.7450666,11.56644,start
-1.1913558,10.517279,start
5.643473,9.799624,start
-0.38536394,10.589682,start
-0.25570083,9.0451145,start
-0.74698716,9.589802,start
2.44052,9.192582,start
-1.7135025,9.606378,start
0.8467571,8.874942,start
0.61904174,9.5358305,start
0.062514685,7.5280714,start
0.75117856,9.205006,start
-0.5706038,7.4362893,start
1.0711514,10.582935,start
1.0624131,10.291663,start
2.1887527,10.860359,start
0.7781975,8.656987,start
5.6815724,6.231693,start
0.9808626,9.51951,start
-0.056066282,11.550119,start
-0.6747192,10.506235,start
-0.5000193,11.496948,start
3.1944482,6.3965077,start
-1.4657439,9.581294,start
-0.5060265,11.035042,start
3.2889974,11.754269,start
-0.5416217,10.030508,start
-0.727279,7.9356184,start
2.516366,5.833104,start
1.2430902,10.675519,start
0.15617667,11.915524,start
-0.63185096,9.449792,start
0.9232408,10.724935,start
4.3991723,6.66059,start
7.64594,10.473372,start
0.037523575,7.5801177,start
-1.6897886,9.708521,start
3.4787204,5.9809523,start
3.3603425,5.5899796,start
0.9776244,9.172828,start
-0.97012603,10.652893,start
4.0404663,6.611974,start
-0.03155439,8.673689,start
0.88496816,12.226294,start
0.25485158,10.8783,start
2.4503646,9.037817,start
4.989652,5.675851,start
-1.3449311,10.351251,start
0.755951,8.733271,start
1.2863696,9.985542,start
2.4791038,11.049517,start
0.7333917,9.813541,start
5.0342255,9.063954,start
1.8878915,9.5574,start
-0.2552231,11.413664,start
1.6606972,10.512585,start
4.8879156,7.272324,start
1.6923839,8.123626,start
7.544823,5.960736,start
4.0281744,5.4052763,start
-0.23326641,10.07804,start
4.105255,5.288702,start
2.0905032,9.650283,start
0.55152255,11.7139,start
-0.9514857,10.614253,start
0.42041737,9.685827,start
-1.9165976,9.876727,start
6.6817484,8.524864,start
3.6420586,6.841222,start
1.6542896,11.0046625,start
-1.211795,8.275679,start
0.78495514,7.862703,start
4.93258,6.0982747,start
1.12042,6.9615655,start
-0.3228882,11.232314,start
2.34451,10.983379,start
-0.59129035,11.189159,start
0.63577276,9.195469,start
-0.34982243,7.5289216,start
5.557776,9.8358135,start
1.1963668,9.550606,start
0.028890647,10.713849,start
1.8146933,10.158289,start
0.43534985,10.712803,start
1.9162016,7.574914,start
4.154074,6.641322,start
-0.045430783,9.450328,start
0.43718252,11.284442,start
6.105396,8.622582,start
2.8656516,10.329801,start
5.7994037,8.672986,start
0.058997057,7.88918,start
0.20445138,8.15279,start
5.5294795,7.3471746,start
-1.3441306,10.238083,start
1.8838836,10.423072,start
2.101964,11.291965,start
0.43221474,10.987615,start
-1.2286931,8.360564,start
-1.7341784,9.6151905,start
3.6190667,5.9275627,start
5.1848807,8.110395,start
3.4147942,5.864584,start
-0.62970316,8.455874,start
3.1864588,10.462541,start
4.810052,8.068795,start
1.9814808,11.466352,start
7.6932025,7.485826,start
4.3751783,8.822003,start
0.9632034,8.23385,start
3.4255726,8.938383,start
2.322316,8.980066,start
2.2789898,8.39251,start
1.2513809,11.01972,start
2.2634141,10.518242,start
6.7934394,5.7811594,start
1.3776916,7.9637175,start
-1.0587791,11.125385,start
2.5871105,9.935061,start
2.2393987,7.9982553,start
3.9547393,10.269752,start
-1.5868884,10.040865,start
-1.213993,9.920668,start
1.5147146,10.466372,start
0.5733125,11.050871,start
8.299677,7.723471,start
0.3181652,7.491675,start
6.69982,7.229841,start
3.8736646,8.82814,start
2.8848684,7.313472,start
0.54242235,11.749459,start
1.4971069,10.0008,start
-0.8970526,10.214297,start
-0.19650392,11.344439,start
1.0519322,8.06368,start
2.782029,8.112467,start
3.2302973,7.578927,start
0.3237287,7.752865,start
2.8401742,9.875528,start
2.62445,10.196156,start
0.29462576,11.86333,start
0.8015796,9.314831,start
5.871535,7.4939156,start
3.2726107,7.8253655,start
0.548286,8.543406,start
-0.9536774,9.671801,start
0.228593,11.229782,start
-0.041783508,12.007062,start
4.1845937,6.771596,start
7.8797803,6.084976,start
3.605923,6.4042144,start
5.1515956,7.1631618,start
1.6313654,9.161154,start
-0.3809889,8.174971,start
2.1160119,9.144947,start
2.0970597,6.8132777,start
-0.13349248,11.070188,start
1.9708942,9.382392,start
1.1781808,10.277201,start
1.8772062,9.267465,start
0.3340139,10.742599,start
-0.6548863,10.740309,start
-1.6621805,9.99416,start
3.867521,6.8790545,start
-0.15555656,10.6369505,start
0.5899183,10.24347,start
