index,UMAP_1,UMAP_2,state
4277,10.081197,5.7622905,goal
4106,6.943737,2.449818,goal
4248,4.9786525,3.1494284,goal
4187,7.571675,2.380905,goal
4418,5.796032,4.399154,goal
4329,9.75555,5.8495903,goal
4391,5.5305233,1.9014986,goal
4565,9.017385,6.2893257,goal
4188,5.157615,5.655841,goal
4588,9.042203,5.1512485,goal
4375,4.833154,1.907131,goal
4309,4.163638,5.390972,goal
4492,5.6175213,1.0473802,goal
4315,4.9121046,6.7604823,goal
4580,8.17734,4.552341,goal
4372,5.5558734,4.961897,goal
4536,7.9914985,2.7597642,goal
4281,7.171618,5.838928,goal
4348,4.7998853,5.0361323,goal
4503,7.1379805,3.888044,goal
4168,5.4895964,2.4372885,goal
4153,5.3161387,0.18830623,goal
4220,4.0625596,8.487234,goal
4250,9.245759,4.584791,goal
4191,6.1533117,3.1485674,goal
4376,8.96303,6.009649,goal
4596,3.4378877,7.966351,goal
4556,6.1395874,3.8929043,goal
4535,9.948833,5.37484,goal
4285,3.6474223,1.7027986,goal
4527,8.426771,0.91424143,goal
4223,6.462528,2.8550029,goal
4299,8.255512,5.7523074,goal
4182,1.6757351,3.6888957,goal
4252,7.7652044,2.7430248,goal
4502,6.485065,4.955688,goal
4279,7.69728,4.360552,goal
4358,5.3965073,7.79043,goal
4249,4.8455477,5.9198785,goal
4103,6.88309,2.4035578,goal
4514,5.888091,1.3486794,goal
4179,3.068463,7.6607127,goal
4264,6.981823,6.3692436,goal
4204,3.433655,8.210108,goal
4235,6.742715,4.6511564,goal
4555,4.7411036,7.898218,goal
4518,3.7357714,8.20169,goal
4483,7.8666453,6.2856183,goal
4436,4.0534296,6.5742903,goal
4229,3.6211205,5.1481805,goal
4581,5.2530894,4.869655,goal
4268,7.0131283,5.2268558,goal
4603,5.9933543,3.057691,goal
4551,5.4603133,5.665191,goal
4195,4.1595044,6.7867637,goal
4352,9.764548,5.5960727,goal
4622,2.0134497,4.9799185,goal
4422,5.7345095,2.9331038,goal
4218,7.630692,5.067692,goal
4345,4.0275726,7.0602226,goal
4150,6.74469,4.1323504,goal
4239,8.267736,4.370229,goal
4587,5.273452,1.5333312,goal
4605,7.953429,3.8363388,goal
4189,6.29907,4.6919284,goal
4589,9.77275,5.0955977,goal
4425,4.8389287,2.4552858,goal
4325,5.275762,2.0441718,goal
4501,4.4944544,1.5899312,goal
4205,7.604079,4.258546,goal
4595,2.9732227,2.3472152,goal
4384,5.8421626,3.3327746,goal
4597,2.228767,6.3505034,goal
4569,3.1534154,6.5409846,goal
4232,6.7446427,3.9295077,goal
4533,1.5128603,5.5779448,goal
4206,4.17693,3.4607148,goal
4560,2.7841225,5.3838925,goal
4534,2.8941503,4.073057,goal
4261,3.0594826,2.6070836,goal
4499,8.669185,4.4847126,goal
4363,7.3263583,0.4776424,goal
4351,8.662444,3.1245797,goal
4486,2.9235034,7.8156524,goal
4165,3.6223536,5.406316,goal
4507,4.263696,8.123613,goal
4155,8.924642,4.4965186,goal
4414,9.755302,4.691376,goal
4227,8.696001,5.4251623,goal
4349,7.94682,3.4211113,goal
4373,4.833985,6.560204,goal
4318,2.5873497,3.8769045,goal
4203,6.3553715,4.185662,goal
4554,8.874742,3.8213732,goal
4319,2.885963,5.4707766,goal
4125,7.344681,3.601908,goal
4162,4.3042774,6.6108465,goal
4157,10.006042,5.116961,goal
4254,8.406792,6.2930584,goal
4102,5.8281975,6.210003,goal
4495,6.364526,1.0497854,goal
4306,8.243537,1.4772023,goal
4196,4.5017357,2.9274893,goal
4505,5.0902863,7.1254563,goal
4491,8.156458,3.0353026,goal
4200,1.8343214,3.3190718,goal
4586,4.6069717,0.8081676,goal
4573,6.094595,3.9140368,goal
4421,4.4714866,7.5567446,goal
4231,1.8000919,5.957329,goal
4528,7.9410443,5.5745807,goal
4524,1.0803049,5.9676423,goal
4478,6.7544575,2.9518237,goal
4190,5.5850234,2.798849,goal
4412,5.7892847,6.559237,goal
4424,3.6381938,8.271738,goal
4451,9.024454,3.5749002,goal
4476,3.2307162,3.233412,goal
4392,3.377964,4.046039,goal
4530,3.659816,1.8159426,goal
