"gene_name","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ICAM1",0.706394338710192,0.900924152532701,1.39922421739892,0.167663002106564,0.820710591152755,-5.12345133904758
"ENC1",-0.541661694499472,-0.983987736672707,-1.39780215815158,0.168087472589581,0.820710591152755,-4.88633461277866
"KLC3",-0.389044601216937,1.14748688326866,-1.39688282066401,0.168362327164149,0.820710591152755,-5.10123963372963
"FAM167B",0.393909806759285,-0.689617042306736,1.39530410090836,0.168835127098269,0.820710591152755,-4.93175546402766
"CMTM6",-0.165594025534791,6.29625239335048,-1.395140023931,0.16888432412933,0.820710591152755,-5.54923879818363
"GIHCG",-0.26964512897664,6.42106038933423,-1.39440504296456,0.169104837501835,0.820710591152755,-5.55339444972922
"GIHCG-1",-0.26964512897664,6.42106038933423,-1.39440504296456,0.169104837501835,0.820710591152755,-5.55339444972922
"A4GALT",-0.637676206054264,-1.66224277609824,-1.39420710587881,0.169164261733743,0.820710591152755,-4.85156142739886
"CDKL3",0.256360752220619,2.63632728456065,1.39324374642395,0.16945370949156,0.820710591152755,-5.3167188329253
"CCDC80",0.627066908585371,-1.23103197231091,1.39271239109179,0.169613522171569,0.820710591152755,-4.898487443398
"BLOC1S5",0.302189556003336,4.11856102482275,1.38997575290599,0.170438447235672,0.821817725828329,-5.45459609851658
"SLC22A1",0.44133878442821,-1.23079978348157,1.38856682593161,0.170864354921343,0.821817725828329,-4.90087267723576
"TRAK1",0.220147679972031,5.37083522251174,1.38778719364275,0.171100383959491,0.821817725828329,-5.52626653403043
"TAS1R3",0.524636482852017,-1.53166978071412,1.38715961326282,0.171290562624814,0.821817725828329,-4.88099695937041
"SPON2",-0.331602401738238,2.33842675587176,-1.38682656554164,0.171391553777243,0.821817725828329,-5.27209725303218
"SASH1",0.438585020189769,1.66403658205901,1.38651535223809,0.171485965456178,0.821817725828329,-5.22259077477557
"DCAF6",-0.177781458476641,4.13169259577028,-1.38250894492646,0.172704954835967,0.826339496822808,-5.45255874015923
"IFI6",-0.319241663242669,7.108208995501,-1.37964521605706,0.173580351106882,0.8277128644891,-5.59353010723754
"STMN2",-0.344237055080071,6.50037404031926,-1.37914501899068,0.173733602751981,0.8277128644891,-5.57573783146578
"SH3TC2",0.542085157973131,-2.34057310293552,1.37886415049289,0.173819701542711,0.8277128644891,-4.85528337249889
"ZNF208",-0.401843929033378,1.44357789204539,-1.37602523973176,0.174691797037837,0.829326873599757,-5.16575092567549
"FOSL1",0.500275960055736,0.698454259307591,1.37565880005418,0.174804609476736,0.829326873599757,-5.11202903400972
"PPIC",-0.500081824622264,1.13303377523156,-1.37506359089055,0.174987970329549,0.829326873599757,-5.11916772611784
"YAE1",0.162767288442832,4.01699561278584,1.37277847991141,0.175693296527201,0.831356292715461,-5.46625186275137
"CLPSL2",-0.552267240135707,-1.43503571939633,-1.37125491038279,0.17616477499596,0.832274527539966,-4.89076420149132
"NFU1",-0.169463138937607,5.97713985024577,-1.36893629346055,0.176884147639872,0.833068885390503,-5.57242419399989
"COL6A1",0.257449081232771,3.29228647515857,1.36892295241456,0.17688829333125,0.833068885390503,-5.41647955901438
"ARIH2OS",0.218433835873585,3.94599225884624,1.36799504870671,0.177176819518434,0.833119840995773,-5.46872392705221
"ZSCAN10",0.574340268400443,-2.07547335511681,1.36612064868712,0.177760753215556,0.834040849555407,-4.88127875300275
"GLRX",-0.341474533485213,2.68427689885576,-1.36558237424217,0.17792871457182,0.834040849555407,-5.33775347205657
"SERPIND1",0.622500063576267,-1.87370586176326,1.36421284301226,0.17835660657535,0.834742308464978,-4.89424053123298
"CD74",-0.450402874896255,1.4264274288961,-1.36189506341412,0.179082560658433,0.8359623042202,-5.18208356143475
"FAM3B",-0.45691478701204,3.83280620253574,-1.3616017607798,0.179174587204529,0.8359623042202,-5.45049703910798
